date	open	high	close	low	volume	price_change	p_change	ma5	ma10	ma20	v_ma5	v_ma10	v_ma20
2017-12-01	30.5	32.03	30.73	30.5	557438.56	-0.49	-1.57	31.608	31.433	29.715	676636.87	701769.97	580406.49
2017-11-30	33.1	33.4	31.22	30.68	1000665.5	-2.6	-7.69	31.822	31.25	29.588	670017.77	702420.51	575305.98
2017-11-29	30.78	33.83	33.82	30.28	897712.56	3.07	9.98	31.838	31.022	29.5	585949.75	659797.17	543368.03
2017-11-28	31.09	31.35	30.75	30.1	405786.47	-0.77	-2.44	31.574	30.484	29.266	617001.19	624133.69	529628.96
2017-11-27	31.45	32.6	31.52	30.59	521581.28	-0.28	-0.88	31.782	30.259	29.177	752201.62	657137.59	532503.53
2017-11-24	31.18	32.29	31.8	30.47	524343.06	0.5	1.6	31.258	29.813	29.05	726903.06	639694.11	540260.02
2017-11-23	32.42	32.74	31.3	31.02	580325.38	-1.2	-3.69	30.678	29.384	28.835	734823.24	617851.08	536415.06
2017-11-22	31.9	33.08	32.5	31.54	1052969.75	0.71	2.23	30.206	29.021	28.646	733644.59	583231.24	528537.13
2017-11-21	28.54	31.79	31.79	28.54	1081788.62	2.89	10.0	29.394	28.535	28.393	631266.19	517800.39	498175.01
2017-11-20	28.8	29.01	28.9	27.48	395088.47	0.0	0.0	28.736	28.141	28.153	562073.57	447603.35	469544.98
2017-11-17	28.85	29.6	28.9	28.6	563944.0	-0.04	-0.14	28.368	27.997	28.005	552485.17	459043.01	459666.92
2017-11-16	28.35	29.38	28.94	28.32	574432.12	0.5	1.76	28.09	27.926	27.868	500878.92	448191.46	438765.49
2017-11-15	28.28	28.66	28.44	27.91	541077.75	-0.06	-0.21	27.836	27.977	27.723	432817.89	426938.89	420170.16
2017-11-14	27.05	28.5	28.5	26.7	735825.5	1.44	5.32	27.676	28.048	27.623	404334.6	435124.24	409818.89
2017-11-13	27.45	27.49	27.06	26.8	347146.47	-0.45	-1.64	27.546	28.094	27.508	333133.13	407869.46	382268.17
2017-11-10	27.6	27.83	27.51	27.36	305912.75	-0.16	-0.58	27.626	28.286	27.471	365600.85	440825.92	380661.25
2017-11-09	27.52	27.79	27.67	27.3	234126.98	0.03	0.11	27.762	28.285	27.442	395504.0	454979.03	381862.01
2017-11-08	27.75	28.14	27.64	27.41	398661.28	-0.21	-0.75	28.118	28.271	27.413	421059.89	473843.02	387604.65
2017-11-07	27.36	27.95	27.85	27.3	379818.16	0.39	1.42	28.42	28.25	27.375	465913.88	478549.63	388971.46
2017-11-06	28.2	28.27	27.46	26.95	509485.09	-0.73	-2.59	28.642	28.165	27.312	482605.79	491486.61	388335.61
2017-11-03	29.23	29.52	28.19	28.05	455428.47	-1.26	-4.28	28.946	28.012	27.262	516050.99	460290.82	398448.23
2017-11-02	29.3	29.48	29.45	28.68	361906.47	0.3	1.03	28.808	27.809	27.165	514454.06	429339.51	392964.44
2017-11-01	28.96	30.54	29.15	28.73	622931.19	0.19	0.66	28.424	27.469	27.013	526626.14	413401.42	387986.47
2017-10-31	28.8	29.28	28.96	28.28	463277.75	-0.02	-0.07	28.08	27.197	26.898	491185.39	384513.55	375216.62
2017-10-30	27.5	29.0	28.98	27.41	676711.06	1.48	5.38	27.688	26.922	26.788	500367.43	356666.88	381704.96
2017-10-27	27.7	28.28	27.5	27.26	447443.84	-0.03	-0.11	27.078	26.655	26.645	404530.66	320496.58	384004.53
2017-10-26	27.3	27.88	27.53	26.91	422766.84	0.1	0.36	26.81	26.598	26.66	344224.97	308745.0	382786.99
2017-10-25	27.01	28.0	27.43	26.86	445727.44	0.43	1.59	26.514	26.555	26.704	300176.71	301366.28	388464.85
2017-10-24	25.81	27.2	27.0	25.81	509187.97	1.07	4.13	26.314	26.499	26.769	277841.7	299393.28	396833.27
2017-10-23	26.17	26.2	25.93	25.77	197527.2	-0.23	-0.88	26.156	26.458	26.857	212966.32	285184.61	431189.29
2017-10-20	26.0	26.23	26.16	25.73	145915.38	0.11	0.42	26.232	26.512	26.963	236462.5	336605.64	474465.08
2017-10-19	26.44	26.57	26.05	26.01	202525.56	-0.38	-1.44	26.386	26.521	27.12	273265.03	356589.37	544694.1
2017-10-18	26.21	26.56	26.43	25.61	334052.41	0.22	0.84	26.596	26.557	27.195	302555.86	362571.51	592102.62
2017-10-17	26.32	26.52	26.21	26.14	184811.06	-0.1	-0.38	26.684	26.598	27.162	320944.86	365919.69	598773.19
2017-10-16	26.96	26.97	26.31	26.13	315008.09	-0.62	-2.3	26.76	26.653	27.114	357402.9	406743.04	611645.72
2017-10-13	27.2	27.58	26.93	26.81	329928.03	-0.17	-0.63	26.792	26.634	27.063	436748.77	447512.48	625033.98
2017-10-12	26.99	27.2	27.1	26.72	348979.69	0.23	0.86	26.656	26.722	27.006	439913.7	456828.99	648325.97
2017-10-11	26.69	27.27	26.87	26.47	425997.41	0.28	1.05	26.518	26.852	26.949	422587.16	475563.42	694605.48
2017-10-10	26.4	26.69	26.59	26.19	367101.28	0.12	0.45	26.512	27.038	26.796	410894.51	494273.26	691391.59
2017-10-09	27.45	27.65	26.47	26.24	711737.44	0.22	0.84	26.546	27.256	26.654	456083.17	577193.98	700026.17
2017-09-29	26.56	26.8	26.25	26.0	345752.69	-0.16	-0.61	26.476	27.413	26.479	458276.19	612324.53	677853.47
2017-09-28	27.0	27.15	26.41	26.4	262347.0	-0.43	-1.6	26.788	27.718	26.31	473744.28	732798.83	680919.85
2017-09-27	27.0	27.28	26.84	26.52	367534.16	0.08	0.3	27.186	27.833	26.151	528539.68	821633.74	682747.18
2017-09-26	26.12	27.22	26.76	26.1	593044.56	0.64	2.45	27.564	27.725	25.971	577652.0	831626.7	681230.58
2017-09-25	27.2	27.2	26.12	26.1	722702.56	-1.69	-6.08	27.966	27.575	25.801	698304.79	816548.4	673409.03
2017-09-22	28.39	28.67	27.81	27.52	423093.12	-0.59	-2.08	28.35	27.491	25.696	766372.87	802555.49	682197.79
2017-09-21	28.5	29.06	28.4	27.75	536324.0	-0.33	-1.15	28.648	27.289	25.465	991853.37	839822.95	685238.06
2017-09-20	28.5	29.55	28.73	28.0	613095.75	-0.04	-0.14	28.48	27.046	25.2	1114727.8	913647.54	667446.31
2017-09-19	28.27	30.1	28.77	28.1	1196308.5	0.73	2.6	27.886	26.553	24.925	1085601.4	888509.92	647902.58
2017-09-18	29.01	29.74	28.04	27.99	1063043.0	-1.26	-4.3	27.184	26.052	24.647	934792.02	822858.37	613293.33
2017-09-15	27.5	30.22	29.3	27.47	1550495.62	1.74	6.31	26.632	25.544	24.376	838738.1	743382.4	574532.8
2017-09-14	25.78	28.06	27.56	25.55	1150696.12	1.8	6.99	25.93	24.902	24.052	687792.52	629040.87	524644.26
2017-09-13	25.3	26.05	25.76	24.99	467463.75	0.5	1.98	25.612	24.469	23.77	712567.28	543860.62	476996.89
2017-09-12	25.03	25.47	25.26	24.82	442261.62	-0.02	-0.08	25.22	24.217	23.575	691418.45	530834.46	465101.95
2017-09-11	25.61	26.39	25.28	25.03	582773.38	-0.51	-1.98	24.92	24.027	23.413	710924.71	530269.65	455374.99
2017-09-08	25.9	26.28	25.79	25.16	795767.75	-0.18	-0.69	24.456	23.9	23.247	648026.71	561840.09	446279.84
2017-09-07	23.96	26.18	25.97	23.96	1274569.88	2.17	9.12	23.874	23.641	23.058	570289.21	530653.17	423698.0
2017-09-06	23.79	24.27	23.8	23.5	361719.62	0.04	0.17	23.326	23.353	22.9	375153.95	421245.08	371934.62
2017-09-05	23.05	23.89	23.76	23.05	539792.94	0.8	3.48	23.214	23.297	22.857	370250.46	407295.24	366097.84
2017-09-04	22.9	23.04	22.96	22.69	268283.34	0.08	0.35	23.134	23.242	22.808	349614.58	403728.29	348687.44
2017-09-01	23.26	23.37	22.88	22.74	407080.28	-0.35	-1.51	23.344	23.208	22.795	475653.47	405683.2	346977.85
2017-08-31	23.19	23.43	23.23	23.01	298893.59	-0.01	-0.04	23.408	23.202	22.793	491017.13	420247.65	341429.99
2017-08-30	23.52	23.58	23.24	23.23	337202.16	-0.12	-0.51	23.38	23.071	22.787	467336.2	410133.17	349244.78
2017-08-29	23.38	23.57	23.36	22.85	436613.53	0.14	0.6	23.38	22.933	22.804	444340.01	399369.44	350080.18
2017-08-28	23.27	24.42	24.01	23.27	898477.81	0.81	3.49	23.35	22.799	22.807	457842.0	380480.33	338725.63
2017-08-25	23.5	23.68	23.2	23.14	483898.56	0.11	0.48	23.072	22.593	22.775	335712.92	330719.59	309272.98
2017-08-24	23.18	23.32	23.09	22.85	180488.95	-0.15	-0.65	22.996	22.475	22.797	349478.17	316742.83	305703.44
2017-08-23	23.25	23.3	23.24	22.92	222221.19	0.03	0.13	22.762	22.446	22.792	352930.14	322624.16	317996.55
2017-08-22	22.78	23.4	23.21	22.65	504123.47	0.59	2.61	22.486	22.417	22.801	354398.87	324900.44	322243.47
2017-08-21	22.7	22.81	22.62	22.39	287832.44	-0.2	-0.88	22.248	22.373	22.804	303118.66	293646.59	315170.03
2017-08-18	21.88	22.95	22.82	21.81	552724.81	0.9	4.11	22.114	22.382	22.863	325726.25	288272.5	342541.41
2017-08-17	21.9	21.97	21.92	21.72	197748.77	0.06	0.27	21.954	22.384	22.961	284007.49	262612.32	338788.3
2017-08-16	22.1	22.1	21.86	21.75	229564.84	-0.16	-0.73	22.13	22.503	23.132	292318.19	288356.38	360584.72
2017-08-15	21.99	22.18	22.02	21.86	247722.44	0.07	0.32	22.348	22.675	23.296	295402.01	300790.92	399510.01
2017-08-14	22.12	22.25	21.95	21.73	400870.41	-0.07	-0.32	22.498	22.815	23.46	284174.52	296970.93	426715.58
2017-08-11	22.6	22.69	22.02	22.0	344130.97	-0.78	-3.42	22.65	22.957	23.592	250818.74	287826.37	416761.92
2017-08-10	22.99	22.99	22.8	22.53	239302.28	-0.15	-0.65	22.814	23.118	23.713	241217.15	294664.05	441223.89
2017-08-09	22.8	23.08	22.95	22.71	244983.95	0.18	0.79	22.876	23.138	23.846	284394.58	313368.95	479103.53
2017-08-08	22.81	22.81	22.77	22.58	191585.0	0.06	0.26	23.002	23.185	23.936	306179.82	319586.49	490630.35
2017-08-07	22.82	23.05	22.71	22.68	234091.48	-0.13	-0.57	23.132	23.234	24.019	309767.35	336693.47	511513.7
2017-08-04	23.0	23.06	22.84	22.71	296123.06	-0.27	-1.17	23.264	23.343	24.116	324834.01	396810.33	529008.25
2017-08-03	23.58	23.58	23.11	22.79	455189.41	-0.47	-1.99	23.422	23.537	24.185	348110.94	414964.28	537940.56
2017-08-02	23.45	24.12	23.58	23.43	353910.16	0.16	0.68	23.4	23.761	24.257	342343.31	432813.05	552572.49
2017-08-01	23.35	23.55	23.42	23.2	209522.62	0.05	0.21	23.368	23.917	24.271	332993.16	498229.11	571902.92
2017-07-31	23.52	23.58	23.37	23.1	309424.81	-0.26	-1.1	23.336	24.105	24.328	363619.6	556460.22	584073.68
2017-07-28	23.0	23.84	23.63	23.0	412507.69	0.63	2.74	23.422	24.227	24.408	468786.65	545697.47	598383.18
2017-07-27	23.45	23.63	23.0	22.94	426351.28	-0.42	-1.79	23.652	24.307	24.485	481817.62	587783.73	613105.72
2017-07-26	23.28	23.68	23.42	23.23	307159.41	0.16	0.69	24.122	24.553	24.585	523282.78	644838.12	639104.15
2017-07-25	23.6	23.74	23.26	23.22	362654.81	-0.54	-2.27	24.466	24.686	24.691	663465.05	661674.21	683665.2
2017-07-24	24.7	24.72	23.8	23.38	835260.06	-0.98	-3.96	24.874	24.803	24.852	749300.84	686333.92	751091.61
2017-07-21	25.19	25.64	24.78	24.65	477662.56	-0.57	-2.25	25.032	24.889	24.865	622608.29	661206.17	771887.95
2017-07-20	24.85	25.64	25.35	24.73	633677.06	0.21	0.83	24.962	24.833	24.72	693749.84	660916.83	783801.27
2017-07-19	24.85	26.06	25.14	24.43	1008070.75	-0.16	-0.63	24.984	24.752	24.505	766393.46	672331.93	761844.54
2017-07-18	25.58	25.8	25.3	24.88	791833.75	0.71	2.89	24.906	24.624	24.299	659883.36	645576.73	723278.8
