date	open	high	close	low	volume	price_change	p_change	ma5	ma10	ma20	v_ma5	v_ma10	v_ma20
2017-08-15	22.17	22.4	22.22	22.01	9489.9	0.04	0.18	22.076	22.024	21.907	11686.65	9676.5	11395.85
2017-08-14	21.64	22.19	22.18	21.64	11302.62	0.17	0.77	22.014	22.038	21.85	11410.31	9380.9	12160.61
2017-08-11	21.67	22.79	22.01	21.51	17957.17	0.21	0.96	21.978	22.051	21.828	10489.07	8975.83	13149.7
2017-08-10	22.21	22.28	21.8	21.6	9005.71	-0.37	-1.67	21.952	22.063	21.935	8319.68	8611.27	13304.92
2017-08-09	21.92	22.33	22.17	21.88	10677.87	0.26	1.19	22.036	22.137	22.075	8217.12	10459.05	13567.22
2017-08-08	21.98	22.09	21.91	21.51	8108.19	-0.09	-0.41	21.972	22.062	22.192	7666.34	10140.81	13924.69
2017-08-07	21.8	22.13	22.0	21.6	6696.42	0.12	0.55	22.062	22.011	22.329	7351.48	10119.53	14166.68
2017-08-04	22.18	22.32	21.88	21.88	7110.22	-0.34	-1.53	22.124	21.948	22.477	7462.58	10366.81	14694.06
2017-08-03	21.81	22.35	22.22	21.61	8492.92	0.37	1.69	22.174	21.91	22.644	8902.85	10967.3	15138.55
2017-08-02	22.37	22.37	21.85	21.82	7923.95	-0.51	-2.28	22.238	21.839	22.797	12700.98	12302.4	15529.65
2017-08-01	22.43	22.48	22.36	22.16	6533.88	0.05	0.22	22.152	21.79	22.975	12615.28	13115.21	15894.63
2017-07-31	22.12	22.49	22.31	22.08	7251.93	0.18	0.81	21.96	21.661	23.126	12887.59	14940.32	16239.04
2017-07-28	22.35	22.52	22.13	22.0	14311.56	-0.41	-1.82	21.772	21.604	23.295	13271.05	17323.58	16435.14
2017-07-27	21.42	23.0	22.54	21.1	27483.58	1.12	5.23	21.646	21.806	23.471	13031.75	17998.58	16282.1
2017-07-26	21.49	21.58	21.42	21.32	7495.43	0.02	0.09	21.44	22.013	23.621	11903.83	16675.4	15536.91
2017-07-25	21.35	21.59	21.4	21.3	7895.43	0.03	0.14	21.428	22.321	23.848	13615.15	17708.57	16445.36
2017-07-24	21.59	21.6	21.37	21.06	9169.23	-0.13	-0.6	21.362	22.646	24.077	16993.06	18213.83	17500.3
2017-07-21	21.52	21.6	21.5	21.35	13115.09	-0.01	-0.05	21.436	23.006	24.315	21376.11	19021.32	19158.36
2017-07-20	21.3	21.6	21.51	21.13	21843.96	0.15	0.7	21.966	23.377	24.511	22965.4	19309.8	20321.05
2017-07-19	20.81	21.48	21.36	20.64	16052.02	0.29	1.38	22.586	23.755	24.738	21446.96	18756.9	21095.18
2017-07-18	21.68	21.68	21.07	20.3	24784.99	-0.67	-3.08	23.214	24.159	24.998	21801.99	18674.06	22443.16
2017-07-17	23.99	23.99	21.74	21.74	31084.51	-2.41	-9.98	23.93	24.591	25.296	19434.6	17537.77	24363.27
