date	open	high	close	low	volume	price_change	p_change	ma5	ma10	ma20	v_ma5	v_ma10	v_ma20
2017-12-22	8.47	8.59	8.51	8.46	46081.34	0.04	0.47	8.486	8.436	8.436	56407.44	60754.13	59385.21
2017-12-21	8.45	8.54	8.47	8.39	42795.15	-0.05	-0.59	8.452	8.43	8.439	53854.71	62813.3	62012.45
2017-12-20	8.48	8.61	8.52	8.4	85731.13	0.01	0.12	8.42	8.413	8.458	53094.31	63164.63	63417.64
2017-12-19	8.39	8.53	8.51	8.34	65472.54	0.09	1.07	8.376	8.411	8.476	50190.74	60249.29	61027.68
2017-12-18	8.38	8.47	8.42	8.35	41957.04	0.08	0.96	8.35	8.414	8.493	48096.03	60345.51	60094.25
2017-12-15	8.25	8.36	8.34	8.23	33317.69	0.03	0.36	8.386	8.425	8.517	65100.82	60478.49	59974.68
2017-12-14	8.33	8.42	8.31	8.25	38993.14	0.01	0.12	8.408	8.45	8.542	71771.88	62835.77	61247.64
2017-12-13	8.38	8.47	8.3	8.28	71213.27	-0.08	-0.95	8.406	8.467	8.575	73234.96	68026.08	61860.48
2017-12-12	8.6	8.6	8.38	8.35	54999.0	-0.22	-2.56	8.446	8.472	8.613	70307.84	64998.08	62573.18
2017-12-11	8.76	8.88	8.6	8.45	126981.0	0.15	1.77	8.478	8.468	8.641	72594.98	63375.59	63323.13
2017-12-08	8.3	8.46	8.45	8.22	66673.0	0.15	1.81	8.464	8.436	8.656	55856.15	58016.3	59383.15
2017-12-07	8.43	8.5	8.3	8.2	46308.51	-0.2	-2.35	8.492	8.448	8.684	53899.66	61211.6	58884.43
2017-12-06	8.54	8.62	8.5	8.42	56577.7	-0.04	-0.47	8.528	8.502	8.715	62817.21	63670.65	59174.44
2017-12-05	8.53	8.68	8.54	8.4	66434.7	0.01	0.12	8.498	8.54	8.738	59688.32	61806.06	60675.25
2017-12-04	8.59	8.66	8.53	8.46	43286.85	-0.06	-0.7	8.458	8.571	8.766	54156.2	59842.99	60156.51
2017-12-01	8.48	8.74	8.59	8.41	56890.54	0.11	1.3	8.408	8.608	8.799	60176.44	59470.87	62304.58
2017-11-30	8.37	8.56	8.48	8.37	90896.26	0.13	1.56	8.404	8.633	8.832	68523.53	59659.5	70029.61
2017-11-29	8.3	8.35	8.35	8.18	40933.25	0.01	0.12	8.476	8.682	8.866	64524.08	55694.88	70424.86
2017-11-28	8.23	8.39	8.34	8.18	38774.11	0.06	0.72	8.582	8.754	8.907	63923.81	60148.28	72435.39
2017-11-27	8.43	8.55	8.28	8.18	73388.03	-0.29	-3.38	8.684	8.813	8.949	65529.78	63270.67	75756.81
2017-11-24	8.79	8.94	8.57	8.37	98626.01	-0.27	-3.05	8.808	8.876	8.999	58765.3	60750.0	82097.77
2017-11-23	8.88	9.09	8.84	8.76	70899.0	-0.04	-0.45	8.862	8.92	9.032	50795.48	56557.27	86914.12
2017-11-22	8.91	8.93	8.88	8.83	37931.88	0.03	0.34	8.888	8.927	9.063	46865.68	54678.23	97785.27
2017-11-21	8.88	8.98	8.85	8.81	46804.0	-0.05	-0.56	8.926	8.935	9.065	56372.76	59544.43	97770.17
2017-11-20	8.78	8.9	8.9	8.5	39565.61	0.06	0.68	8.942	8.961	9.067	61011.55	60470.03	97290.89
2017-11-17	8.95	8.95	8.84	8.78	58776.89	-0.13	-1.45	8.944	8.99	9.065	62734.69	65138.3	97129.58
2017-11-16	9.01	9.01	8.97	8.9	51250.0	-0.1	-1.1	8.978	9.03	9.07	62319.06	80399.72	97644.3
2017-11-15	8.9	9.08	9.07	8.71	85467.31	0.14	1.57	8.966	9.05	9.074	62490.78	85154.84	99049.8
2017-11-14	8.95	9.0	8.93	8.8	69997.93	0.02	0.22	8.944	9.059	9.082	62716.1	84722.5	98192.41
2017-11-13	8.97	9.01	8.91	8.89	48181.32	-0.1	-1.11	8.98	9.084	9.095	59928.51	88242.95	97922.9
2017-11-10	8.91	9.02	9.01	8.85	56698.75	0.1	1.12	9.036	9.122	9.109	67541.9	103445.54	102729.92
2017-11-09	8.96	8.96	8.91	8.85	52108.58	-0.05	-0.56	9.082	9.144	9.109	98480.37	117270.98	102741.75
2017-11-08	9.11	9.15	8.96	8.91	86593.92	-0.15	-1.65	9.134	9.199	9.119	107818.89	140892.3	104509.44
2017-11-07	9.2	9.24	9.11	9.1	56060.0	-0.08	-0.87	9.174	9.195	9.124	106728.91	135995.91	104082.08
2017-11-06	9.2	9.26	9.19	9.09	86248.26	-0.05	-0.54	9.188	9.172	9.127	116557.38	134111.74	105883.95
2017-11-03	9.17	9.27	9.24	8.8	211391.08	0.07	0.76	9.208	9.14	9.123	139349.18	129120.86	105953.11
2017-11-02	9.17	9.22	9.17	9.1	98801.2	0.01	0.11	9.206	9.11	9.112	136061.59	114888.89	102163.25
2017-11-01	9.15	9.22	9.16	9.09	81144.0	-0.02	-0.22	9.264	9.098	9.085	173965.71	112944.77	101297.7
2017-10-31	9.3	9.34	9.18	9.09	105202.37	-0.11	-1.18	9.216	9.104	9.058	165262.91	111662.31	101400.92
2017-10-30	9.22	9.36	9.29	9.0	200207.23	0.06	0.65	9.156	9.105	9.036	151666.1	107602.86	100058.52
2017-10-27	9.35	9.35	9.23	9.09	194953.16	-0.23	-2.43	9.072	9.096	9.017	118892.55	102014.29	92918.1
2017-10-26	8.94	9.73	9.46	8.92	288321.81	0.54	6.05	9.014	9.073	9.011	93716.19	88212.52	89091.99
2017-10-25	8.88	8.94	8.92	8.85	37630.0	0.04	0.45	8.932	9.039	8.995	51923.83	68126.58	79891.34
2017-10-24	8.87	8.94	8.88	8.81	37218.28	0.01	0.11	8.992	9.052	9.009	58061.71	72168.25	88329.97
2017-10-23	8.94	8.97	8.87	8.81	36339.51	-0.07	-0.78	9.054	9.081	9.028	63539.62	77656.17	107518.35
2017-10-20	9.04	9.04	8.94	8.77	69071.36	-0.11	-1.22	9.12	9.105	9.032	85136.04	82785.36	119887.51
2017-10-19	9.21	9.21	9.05	9.0	79360.0	-0.17	-1.84	9.132	9.114	9.008	82708.84	89437.61	121601.35
2017-10-18	9.22	9.26	9.22	9.15	68319.39	0.03	0.33	9.146	9.071	8.971	84329.32	89650.63	120950.59
2017-10-17	9.23	9.28	9.19	9.1	64607.84	-0.01	-0.11	9.112	9.011	8.93	86274.79	91139.53	121053.41
2017-10-16	8.99	9.25	9.2	8.99	144321.59	0.2	2.22	9.108	8.966	8.892	91772.71	92514.19	122479.52
2017-10-13	9.03	9.11	9.0	8.95	56935.38	-0.12	-1.32	9.09	8.938	8.85	80434.68	83821.9	122419.53
2017-10-12	9.04	9.16	9.12	8.81	87462.41	0.07	0.77	9.096	8.948	8.811	96166.38	89971.47	122898.71
2017-10-11	9.19	9.19	9.05	8.99	78046.75	-0.12	-1.31	8.996	8.95	8.763	94971.94	91656.11	124101.73
2017-10-10	9.15	9.2	9.17	9.05	92097.42	0.06	0.66	8.91	8.965	8.724	96004.26	104491.68	129003.91
2017-10-09	9.02	9.15	9.11	9.0	87631.42	0.08	0.89	8.824	8.974	8.668	93255.67	137380.54	127963.48
2017-09-29	8.61	9.05	9.03	8.61	135593.89	0.41	4.76	8.786	8.958	8.611	87209.13	156989.66	127747.02
2017-09-28	8.69	8.75	8.62	8.61	81490.2	0.0	0.0	8.8	8.901	8.563	83776.55	153765.09	127866.12
2017-09-27	8.82	8.82	8.62	8.58	83208.35	-0.12	-1.37	8.904	8.871	8.533	88340.29	152250.56	127615.63
2017-09-26	8.89	8.94	8.74	8.65	78354.49	-0.18	-2.02	9.02	8.848	8.501	112979.11	150967.29	128473.21
2017-09-25	9.09	9.13	8.92	8.81	57398.7	-0.18	-1.98	9.124	8.817	8.472	181505.42	152444.86	128425.31
2017-09-22	9.09	9.12	9.1	8.87	118431.03	-0.04	-0.44	9.13	8.761	8.431	226770.2	161017.17	128622.21
2017-09-21	9.12	9.2	9.14	8.96	104308.88	-0.06	-0.65	9.002	8.674	8.381	223753.63	155825.95	126880.32
2017-09-20	9.26	9.35	9.2	9.05	206402.44	-0.06	-0.65	8.838	8.576	8.327	216160.83	156547.35	123840.55
2017-09-19	9.25	9.32	9.26	8.87	420986.03	0.31	3.46	8.676	8.482	8.272	188955.47	153516.14	117844.04
2017-09-15	8.46	8.96	8.95	8.4	283722.62	0.49	5.79	8.51	8.361	8.219	123384.3	118546.43	102816.6
2017-09-14	8.32	8.48	8.46	8.29	103348.16	0.14	1.68	8.392	8.264	8.171	95264.13	98504.38	93236.58
2017-09-13	8.39	8.41	8.32	8.26	66344.89	-0.07	-0.83	8.346	8.224	8.15	87898.28	101967.14	93217.81
2017-09-12	8.42	8.5	8.39	8.32	70375.66	-0.04	-0.47	8.314	8.194	8.138	96933.88	102980.71	97838.87
2017-09-11	8.4	8.48	8.43	8.31	93130.15	0.07	0.84	8.288	8.154	8.117	118076.8	105979.13	101368.56
2017-09-08	8.23	8.49	8.36	8.18	143121.8	0.13	1.58	8.212	8.126	8.103	113708.55	104405.77	106361.25
2017-09-07	8.15	8.24	8.23	8.15	66518.91	0.07	0.86	8.136	8.101	8.072	101744.63	96227.25	105557.09
2017-09-06	8.25	8.26	8.16	8.13	111522.86	-0.1	-1.21	8.102	8.088	8.043	116036.01	97934.68	105278.08
2017-09-05	8.05	8.27	8.26	8.04	176090.28	0.21	2.61	8.074	8.077	8.02	109027.54	91133.75	103028.51
2017-09-04	7.94	8.07	8.05	7.93	71288.92	0.07	0.88	8.02	8.062	7.993	93881.46	82171.95	100902.74
2017-09-01	8.02	8.04	7.98	7.95	83302.17	-0.08	-0.99	8.04	8.076	7.966	95102.99	87086.78	98905.8
2017-08-31	8.04	8.06	8.06	7.94	137975.8	0.04	0.5	8.066	8.078	7.942	90709.86	87968.77	97797.35
2017-08-30	7.98	8.04	8.02	7.96	76480.51	0.03	0.38	8.074	8.075	7.914	79833.36	84468.48	93671.5
2017-08-29	8.15	8.15	7.99	7.96	100359.92	-0.16	-1.96	8.08	8.082	7.889	73239.96	92697.03	92960.32
2017-08-28	8.15	8.17	8.15	8.08	77396.55	0.04	0.49	8.104	8.079	7.869	70462.44	96758.0	91529.72
2017-08-25	8.13	8.16	8.11	8.03	61336.53	0.01	0.12	8.112	8.079	7.838	79070.57	108316.72	90180.07
2017-08-24	8.05	8.26	8.1	8.04	83593.28	0.05	0.62	8.09	8.043	7.809	85227.68	114886.94	89028.23
2017-08-23	8.05	8.1	8.05	8.01	43513.5	-0.06	-0.74	8.076	7.997	7.782	89103.61	112621.48	87294.81
2017-08-22	8.23	8.28	8.11	8.08	86472.34	-0.08	-0.98	8.084	7.962	7.759	112154.1	114923.27	87469.53
2017-08-21	8.06	8.25	8.19	8.06	120437.19	0.19	2.38	8.054	7.923	7.73	123053.55	119633.53	86031.09
2017-08-18	8.02	8.05	8.0	7.91	92122.09	-0.03	-0.37	8.046	7.855	7.705	137562.87	110724.81	83854.72
2017-08-17	8.07	8.08	8.03	7.96	102972.92	-0.06	-0.74	7.996	7.805	7.69	144546.2	107625.93	85521.85
2017-08-16	7.98	8.12	8.09	7.95	158765.98	0.13	1.63	7.918	7.752	7.666	136139.35	102874.53	85296.11
2017-08-15	8.0	8.18	7.96	7.95	140969.59	-0.19	-2.33	7.84	7.695	7.634	117692.43	93223.61	81642.03
