date	open	high	close	low	volume	price_change	p_change	ma5	ma10	ma20	v_ma5	v_ma10	v_ma20
2017-09-01	4.89	4.89	4.87	4.85	45271.9	-0.02	-0.41	4.884	4.869	4.855	69207.9	73505.73	59192.31
2017-08-31	4.89	4.91	4.89	4.85	51920.09	0.0	0.0	4.884	4.869	4.856	77846.17	74170.96	59508.16
2017-08-30	4.92	4.95	4.89	4.88	88334.24	0.0	0.0	4.88	4.866	4.859	98938.25	74870.7	59638.96
2017-08-29	4.88	4.91	4.89	4.86	70120.84	0.01	0.2	4.864	4.859	4.861	88705.3	70240.68	58378.9
2017-08-28	4.86	4.89	4.88	4.83	90392.45	0.01	0.2	4.852	4.851	4.864	84270.21	67244.52	58544.64
2017-08-25	4.81	4.87	4.87	4.76	88463.24	0.0	0.0	4.854	4.843	4.867	77803.55	62869.4	55951.43
2017-08-24	4.84	5.05	4.87	4.84	157380.48	0.06	1.25	4.854	4.832	4.87	70495.75	59595.37	53451.09
2017-08-23	4.83	4.85	4.81	4.79	37169.5	-0.02	-0.41	4.852	4.828	4.874	50803.15	48707.85	49333.68
2017-08-22	4.89	4.89	4.83	4.82	47945.4	-0.06	-1.23	4.854	4.835	4.881	51776.06	48316.66	51869.6
2017-08-21	4.86	4.9	4.89	4.85	58059.12	0.02	0.41	4.85	4.84	4.882	50218.83	47217.77	51180.86
2017-08-18	4.84	4.88	4.87	4.8	51924.27	0.01	0.21	4.832	4.84	4.884	47935.24	44878.89	49753.5
2017-08-17	4.83	4.87	4.86	4.81	58917.47	0.04	0.83	4.81	4.843	4.886	48694.98	44845.36	48982.19
2017-08-16	4.81	4.84	4.82	4.76	42034.03	0.01	0.21	4.804	4.851	4.889	46612.55	44407.23	48524.27
2017-08-15	4.8	4.83	4.81	4.78	40159.28	0.01	0.21	4.816	4.862	4.892	44857.27	46517.12	48647.23
2017-08-14	4.75	4.84	4.8	4.75	46641.16	0.04	0.84	4.83	4.877	4.892	44216.71	49844.76	48953.38
2017-08-11	4.82	4.83	4.76	4.75	55722.97	-0.07	-1.45	4.848	4.891	4.888	41822.54	49033.46	52216.79
2017-08-10	4.89	4.9	4.83	4.8	48505.31	-0.05	-1.02	4.876	4.908	4.905	40995.74	47306.82	52062.88
2017-08-09	4.89	4.9	4.88	4.86	33257.63	0.0	0.0	4.898	4.92	4.921	42201.9	49959.5	51969.24
2017-08-08	4.89	4.91	4.88	4.87	36956.47	-0.01	-0.2	4.908	4.926	4.934	48176.98	55422.54	55774.21
2017-08-07	4.9	4.93	4.89	4.88	34670.31	-0.01	-0.2	4.924	4.924	4.953	55472.8	55143.95	61336.75
2017-08-04	4.93	4.94	4.9	4.89	51589.0	-0.04	-0.81	4.934	4.927	4.97	56244.37	54628.11	62574.31
2017-08-03	4.93	4.97	4.94	4.91	54536.1	0.01	0.2	4.94	4.928	4.984	53617.89	53119.01	62288.57
2017-08-02	4.95	5.04	4.93	4.92	63133.0	-0.03	-0.6	4.942	4.926	4.996	57717.1	52641.31	62275.15
2017-08-01	4.93	5.02	4.96	4.91	73435.6	0.02	0.41	4.944	4.921	5.01	62668.11	50777.34	61302.39
2017-07-31	4.93	4.94	4.94	4.89	38528.16	0.01	0.2	4.924	4.906	5.021	54815.09	48062.01	61647.55
2017-07-28	4.94	4.95	4.93	4.9	38456.59	-0.02	-0.4	4.92	4.885	5.037	53011.84	55400.13	61362.94
2017-07-27	4.9	4.96	4.95	4.8	75032.14	0.01	0.2	4.916	4.901	5.052	52620.12	56818.94	60707.75
2017-07-26	4.86	5.06	4.94	4.81	87888.06	0.08	1.65	4.91	4.921	5.067	47565.52	53978.99	58424.98
2017-07-25	4.93	4.93	4.86	4.84	34170.52	-0.06	-1.22	4.898	4.941	5.082	38886.58	56125.88	55994.79
2017-07-24	4.94	4.94	4.92	4.9	29511.9	0.01	0.2	4.888	4.982	5.103	41308.92	67529.54	56427.67
2017-07-21	4.96	4.96	4.91	4.9	36498.0	-0.01	-0.2	4.85	5.012	5.122	57788.41	70520.51	57518.98
2017-07-20	4.88	4.96	4.92	4.88	49759.11	0.04	0.82	4.886	5.04	5.14	61017.76	71458.13	59200.21
2017-07-19	4.81	4.88	4.88	4.77	44493.36	0.07	1.46	4.932	5.066	5.161	60392.45	71908.98	62322.97
2017-07-18	4.74	4.82	4.81	4.72	46282.24	0.08	1.69	4.984	5.099	5.186	73365.18	71827.45	63863.95
2017-07-17	5.04	5.05	4.73	4.72	111909.33	-0.36	-7.07	5.076	5.135	5.218	93750.17	75233.1	67510.88
